layer,module,loss,samples,damp,time
17,mlp.down_proj,0.0002223591,0.05000,4.024
18,self_attn.q_proj,0.0009322823,0.05000,1.916
18,self_attn.k_proj,0.0001547492,0.05000,1.926
18,self_attn.v_proj,0.0001576051,0.05000,1.934
18,self_attn.o_proj,0.0001629709,0.05000,0.518
18,mlp.up_proj,0.0032329438,0.05000,1.167
18,mlp.gate_proj,0.0032811181,0.05000,1.172
18,mlp.down_proj,0.0002905420,0.05000,4.055
19,self_attn.k_proj,0.0001710743,0.05000,1.911
19,self_attn.v_proj,0.0003426802,0.05000,1.921
19,self_attn.q_proj,0.0012891873,0.05000,1.924
19,self_attn.o_proj,0.0001488164,0.05000,0.520
19,mlp.gate_proj,0.0036453498,0.05000,1.173
19,mlp.up_proj,0.0039195792,0.05000,1.179
19,mlp.down_proj,0.0005242929,0.05000,3.982
20,self_attn.k_proj,0.0001847802,0.05000,1.897
20,self_attn.v_proj,0.0004453750,0.05000,1.899
20,self_attn.q_proj,0.0014690632,0.05000,1.907
20,self_attn.o_proj,0.0001899834,0.05000,0.501
20,mlp.gate_proj,0.0037636156,0.05000,1.196
20,mlp.up_proj,0.0038632844,0.05000,1.203
20,mlp.down_proj,0.0004453271,0.05000,3.958
21,self_attn.k_proj,0.0001704778,0.05000,1.899
21,self_attn.v_proj,0.0003749538,0.05000,1.908
21,self_attn.q_proj,0.0014004615,0.05000,1.914
21,self_attn.o_proj,0.0001636426,0.05000,0.493
21,mlp.gate_proj,0.0051600887,0.05000,1.170
21,mlp.up_proj,0.0051750688,0.05000,1.171
21,mlp.down_proj,0.0007614601,0.05000,4.141
22,self_attn.v_proj,0.0004624089,0.05000,1.935
22,self_attn.q_proj,0.0013482270,0.05000,1.943
22,self_attn.k_proj,0.0002037712,0.05000,1.947
22,self_attn.o_proj,0.0001653806,0.05000,0.494
22,mlp.gate_proj,0.0060912406,0.05000,1.154
22,mlp.up_proj,0.0060402868,0.05000,1.160
22,mlp.down_proj,0.0010070600,0.05000,4.011
23,self_attn.v_proj,0.0007108835,0.05000,1.883
23,self_attn.k_proj,0.0002375256,0.05000,1.886
23,self_attn.q_proj,0.0020202413,0.05000,1.894
23,self_attn.o_proj,0.0001688888,0.05000,0.520
23,mlp.gate_proj,0.0062183892,0.05000,1.148
23,mlp.up_proj,0.0064816624,0.05000,1.155
23,mlp.down_proj,0.0011308248,0.05000,3.980
24,self_attn.k_proj,0.0002481961,0.05000,1.872
24,self_attn.q_proj,0.0018550260,0.05000,1.884
24,self_attn.v_proj,0.0011066326,0.05000,1.890
24,self_attn.o_proj,0.0002589244,0.05000,0.498
24,mlp.up_proj,0.0066293744,0.05000,1.150
24,mlp.gate_proj,0.0061726185,0.05000,1.150
24,mlp.down_proj,0.0013107620,0.05000,4.063
25,self_attn.v_proj,0.0011624142,0.05000,1.968
25,self_attn.k_proj,0.0002528468,0.05000,1.966
25,self_attn.q_proj,0.0023977141,0.05000,1.981
25,self_attn.o_proj,0.0005012281,0.05000,0.505
25,mlp.up_proj,0.0070635081,0.05000,1.153
25,mlp.gate_proj,0.0060965962,0.05000,1.156
25,mlp.down_proj,0.0017161956,0.05000,4.108
26,self_attn.k_proj,0.0002614563,0.05000,1.979
26,self_attn.q_proj,0.0020867962,0.05000,1.995
26,self_attn.v_proj,0.0015895053,0.05000,1.999
26,self_attn.o_proj,0.0002325104,0.05000,0.518
26,mlp.gate_proj,0.0061272474,0.05000,1.154
26,mlp.up_proj,0.0073679599,0.05000,1.160
26,mlp.down_proj,0.0385939768,0.05000,4.026
27,self_attn.v_proj,0.0015618192,0.05000,1.916
27,self_attn.q_proj,0.0019898924,0.05000,1.924
27,self_attn.k_proj,0.0002109093,0.05000,1.929
27,self_attn.o_proj,0.0012598055,0.05000,0.504
27,mlp.gate_proj,0.0093551328,0.05000,1.172
27,mlp.up_proj,0.0096455435,0.05000,1.177
27,mlp.down_proj,0.0077366813,0.05000,3.958
